Data,Produto,Título,URL
2023-05-09,ETANOL/CEPEA,Colheita avança; Indicadores recuam com força -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-colheita-avanca-indicadores-recuam-com-forca.aspx
2023-05-03,AÇÚCAR/CEPEA,Primeiro mês da safra 23/24 registra alta no preço do cristal branco em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-primeiro-mes-da-safra-23-24-registra-alta-no-preco-do-cristal-branco-em-sp.aspx
2023-05-03,ETANOL/CEPEA,Abril é marcado por preços em alta no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-abril-e-marcado-por-precos-em-alta-no-spot-paulista.aspx
2023-04-25,AÇÚCAR/CEPEA,Indicador alcança a casa dos R$ 142/sc -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-alcanca-a-casa-dos-r-142-sc.aspx
2023-04-25,ETANOL/CEPEA,Clima sustenta valores dos etanóis neste início de safra -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-clima-sustenta-valores-dos-etanois-neste-inicio-de-safra.aspx
2023-04-18,AÇÚCAR/CEPEA,Indicador segue firme; oferta está restrita -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-segue-firme-oferta-esta-restrita.aspx
2023-04-18,ETANOL/CEPEA,Valores continuam em alta no estado de SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-valores-continuam-em-alta-no-estado-de-sp.aspx
2023-04-11,ETANOL/CEPEA,Indicadores sobem neste começo de temporada 2023/24 -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-sobem-neste-comeco-de-temporada-2023-24.aspx
2023-04-11,AÇÚCAR/CEPEA,Safra 2023/24 se inicia com alta nos preços do cristal -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-safra-2023-24-se-inicia-com-alta-nos-precos-do-cristal.aspx
2023-04-04,AÇÚCAR/CEPEA,Entressafra 2022/23 se encerra com preços estáveis -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-11.aspx
2023-04-04,ETANOL/CEPEA,Safra 2022/23 se encerra com desvalorização dos etanóis -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-safra-2022-23-se-encerra-com-desvalorizacao-dos-etanois.aspx
2023-03-28,AÇÚCAR/CEPEA,Indicador segue estável; liquidez é baixa -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-segue-estavel-liquidez-e-baixa.aspx
2023-03-28,ETANOL/CEPEA,Preço do hidratado fica estável em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-preco-do-hidratado-fica-estavel-em-sp.aspx
2023-03-21,AÇÚCAR/CEPEA,Preços do cristal oscilam no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-do-cristal-oscilam-no-spot-paulista.aspx
2023-03-21,ETANOL/CEPEA,Indicadores recuam neste final de safra -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-recuam-neste-final-de-safra.aspx
2023-03-14,ETANOL/CEPEA,Preços voltam a cair em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-precos-voltam-a-cair-em-sp-1.aspx
2023-03-14,AÇÚCAR/CEPEA,"Ritmo de negócios é lento, mas Indicador segue firme -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-ritmo-de-negocios-e-lento-mas-indicador-segue-firme.aspx
2023-03-07,AÇÚCAR/CEPEA,Cotação do cristal branco inicia mês em baixa em SP -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-cotacao-do-cristal-branco-inicia-mes-em-baixa-em-sp.aspx
2023-03-07,ETANOL/CEPEA,Liquidez tem ligeira melhora; preços sobem -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-liquidez-tem-ligeira-melhora-precos-sobem.aspx
2023-02-28,ETANOL/CEPEA,Agentes estão à espera de possível volta dos impostos; preços sobem -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-agentes-estao-a-espera-de-possivel-volta-dos-impostos-precos-sobem.aspx
2023-02-28,AÇÚCAR/CEPEA,Liquidez é baixa em SP após carnaval -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-liquidez-e-baixa-em-sp-apos-carnaval.aspx
2023-02-23,AÇÚCAR/CEPEA,Spot paulista registra valores em alta na semana passada -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-spot-paulista-registra-valores-em-alta-na-semana-passada.aspx
2023-02-23,ETANOL/CEPEA,Liquidez é baixa na semana que antecede o carnaval -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-liquidez-e-baixa-na-semana-que-antecede-o-carnaval.aspx
2023-02-14,AÇÚCAR/CEPEA,Indicador do cristal branco reage no spot paulista -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-do-cristal-branco-reage-no-spot-paulista.aspx
2023-02-14,ETANOL/CEPEA,Demanda por hidratado se aquece -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-demanda-por-hidratado-se-aquece.aspx
2023-02-07,AÇÚCAR/CEPEA,"Compradores se mantêm distantes do spot paulista, e preço segue em baixa -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-compradores-se-mantem-distantes-do-spot-paulista-e-preco-segue-em-baixa.aspx
2023-02-07,ETANOL/CEPEA,Fevereiro se inicia com alta nos preços -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-fevereiro-se-inicia-com-alta-nos-precos.aspx
2023-01-31,AÇÚCAR/CEPEA,Baixa demanda pressiona cotações do cristal -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-baixa-demanda-pressiona-cotacoes-do-cristal.aspx
2023-01-31,ETANOL/CEPEA,"Demanda por hidratado se reaquece, e Indicador avança -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-demanda-por-hidratado-se-reaquece-e-indicador-avanca.aspx
2023-01-24,AÇÚCAR/CEPEA,Vendas seguem baixas no spot -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-vendas-seguem-baixas-no-spot.aspx
2023-01-24,ETANOL/CEPEA,Cotações seguem em queda por mais uma semana -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-cotacoes-seguem-em-queda-por-mais-uma-semana.aspx
2023-01-17,AÇÚCAR/CEPEA,"Baixas nos preços prevalecem, apesar de entressafra -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-baixas-nos-precos-prevalecem-apesar-de-entressafra.aspx
2023-01-17,ETANOL/CEPEA,Indicadores seguem em queda -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-seguem-em-queda.aspx
2023-01-10,AÇÚCAR/CEPEA,"Com vendas enfraquecidas, preços recuam -",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-com-vendas-enfraquecidas-precos-recuam.aspx
2023-01-10,ETANOL/CEPEA,Ano começa com baixa liquidez -,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-ano-comeca-com-baixa-liquidez.aspx
